id,created_at,question_id,option_text,option_image_url,is_correct,option_order,explanation,match_pair_id
02d38da5-7870-4088-a4ce-90dc3eb13954,2026-04-02 03:56:05,5f7a20a7-409d-45ad-a752-c11693446e7c,Misses the context,,false,3,Does not answer the question,
02e213dc-5de5-48ce-b4f7-714f00d2d5ff,2026-04-02 03:56:05,54661e1f-96e2-41ea-bda2-6f43c5004992,Wrong verb tense,,false,2,"Same word, wrong form",
02f9faa2-e052-4edc-a98b-7d10d9b94b57,2026-04-02 03:56:05,2d272a53-eb4d-4b7c-8924-0d1da01383f3,English word translation,,true,1,Direct meaning from English,
0303cb5c-d436-4a96-9ca0-a3212a0a7a6c,2026-04-02 03:56:05,fb12ed4f-5d29-4c65-a37d-269437b70e91,Item D: English phrase,,true,4,Matches Vietnamese translation,pair_D
030a42e3-4522-44ad-be95-c1417175a744,2026-04-02 03:56:05,fbf62921-058f-42b2-a5dd-5e395ebe2ab7,Correct sentence from audio,,true,1,Exactly as spoken,
03285a8c-7153-41e5-9f78-c9ca917bdbd8,2026-04-02 03:56:05,1eff84c3-ea31-455b-aa71-b130670d538e,Related topic from audio,,false,3,Context related but not stated,
0336f7cf-11bb-43f9-bc82-4306c9ffbceb,2026-04-02 03:56:05,74dd0829-de8e-4eb0-a876-54aaa6934569,Item C: English phrase,,true,3,Matches Vietnamese translation,pair_C
033e3ec4-62af-4e84-b6b2-d4a58a713378,2026-04-02 03:56:05,f48d2c06-a133-4ab0-946c-29ae4c16566e,English word translation,,true,1,Direct meaning from English,
034ad931-df1b-4748-a3c7-9d35cee16642,2026-04-02 03:56:05,21d8ee47-f240-484f-a571-f99bb8b64e9f,Common beginner mistake,,false,4,Typical error,
0352b5cf-dcc3-49e2-a0c7-7c684cf58240,2026-04-02 03:56:05,f5966205-3c8e-4cda-8813-ef585a84319d,Related topic from audio,,false,3,Context related but not stated,
0381ec7b-1e1f-40eb-b33a-86fa34762dc6,2026-04-02 03:56:05,7a72343a-d4af-439f-9968-71c05fd0e1a1,Sounds similar but different,,false,2,Similar pronunciation,
03832158-4659-4cd8-8fdb-aa5a10f74546,2026-04-02 03:56:05,31299536-93a4-4a58-b2fe-a1a7f8125799,Correct sentence from audio,,true,1,Exactly as spoken,
03beaf9c-8aa6-4432-b718-c9e6a9f10b47,2026-04-02 03:56:05,66d54ec8-e685-4b26-a539-dac6b7d9d649,Different part of speech,,false,3,Noun instead of verb,
03ce517f-2f85-4d72-959d-d8106c18789b,2026-04-02 03:56:05,c142eb4d-c7e3-4c70-9b1d-6d1ca6e34ce1,True based on the passage,,true,1,Correct interpretation,
03df66cc-b509-46f4-b761-5a456d18ec92,2026-04-02 03:56:05,5779a6c5-595a-4327-8327-a2778e4f4f6b,Completely different,,false,4,Unrelated option,
0406db12-d07f-4fd7-ac40-a6cce19176d9,2026-04-02 03:56:05,972f0225-3635-4477-ac00-dd5cb00b97fe,Completely different sentence,,false,4,Wrong transcription,
0410053b-7ae2-4f8d-9c2f-08399e7833c5,2026-04-02 03:56:05,b8b45423-9883-41e1-8f9a-89c7570b00cb,The correct word to fill,,true,1,Proper grammar and meaning,
041360ce-de57-44b1-a2ff-34fc59ec6428,2026-04-02 03:56:05,184410ff-2a84-44c1-9489-d93a404c5208,Opposite of what was said,,false,3,Inverted meaning,
041bf387-e733-4a65-a3ac-13721bdff832,2026-04-02 03:56:05,61586d11-1e42-4981-afb0-3c02a0924b11,Item D: English phrase,,true,4,Matches Vietnamese translation,pair_D
043deec4-7ae4-4ac7-a2b1-7d108f98ef28,2026-04-02 03:56:05,bc07dd89-9936-4b56-bd2e-8214f82598cb,Item B: English phrase,,true,2,Matches Vietnamese translation,pair_B
04575b4a-e002-46dc-ae79-6b93841c04f9,2026-04-02 03:56:05,81727dec-a224-4df6-979f-b42692c4ad0e,The speaker says this exactly,,true,1,Correct audio interpretation,
0460aa5e-0519-4b40-9dd1-2f93bb338196,2026-04-02 03:56:05,5e1df709-072d-452b-a567-1d7130e23985,Partially true but incomplete,,false,4,Half-correct answer,
046f8ffd-f514-4107-8826-9014e8b25ad8,2026-04-02 03:56:05,75fd98f5-3434-4fcd-9da4-706545fb814c,False: not mentioned in text,,false,2,Misunderstanding,
047b48d2-30f7-4ed2-b05b-5fb631e23f9c,2026-04-02 03:56:05,2c84678c-92f0-4a3d-9cb3-235a9cbd52d1,Related topic from audio,,false,3,Context related but not stated,
048247a9-3871-4efe-9408-1a5f01e35857,2026-04-02 03:56:05,ccff1135-7a99-4697-b29d-172f13c1b6b2,Correct sentence from audio,,true,1,Exactly as spoken,
04f014b2-40c4-4190-a5b7-3deeefd280d0,2026-04-02 03:56:05,4d187997-f7c8-469c-ba75-4064f4a6976b,The speaker says this exactly,,true,1,Correct audio interpretation,
04f09897-d232-4446-a3e2-daf4393347da,2026-04-02 03:56:05,27fdb2dd-0456-4a62-bdbd-ca828d92872f,Sound-alike but wrong,,false,2,Phonetic confusion,
04fced58-88cb-4656-90cf-be7c7d81c332,2026-04-02 03:56:05,7fdfdad6-335c-4a09-8d0b-ca3b58fbc42d,Opposite meaning,,false,4,Antonym for this context,
050726e1-c743-4994-8389-08335795e5f0,2026-04-02 03:56:05,698525e5-e9dd-4641-a7d1-d5130a402355,Completely different sentence,,false,4,Wrong transcription,
050a8f0b-53bb-49d1-86fd-8176df47d4c2,2026-04-02 03:56:05,f0838520-b7a7-4d20-ad41-13daf7fdbac7,Natural and appropriate response,,true,1,Fits conversation flow,
053604e9-4fac-45ed-bb7f-70d74ede2fa1,2026-04-02 03:56:05,9be20828-7ec7-4514-9fa3-0e0732b122ec,Natural and appropriate response,,true,1,Fits conversation flow,
05a2eab0-4c0c-4893-9d77-6958b1050f9a,2026-04-02 03:56:05,107441d2-747b-4ad5-b112-6c0fa7e266ba,Has spelling error,,false,2,Homophone confusion,
05a9ad03-4954-401a-aa92-8f69dcad78b1,2026-04-02 03:56:05,30b29053-dd3c-4403-83f5-de2dce1ab271,English word translation,,true,1,Direct meaning from English,
05de75a4-46bf-4d31-ba7e-58f678b4a006,2026-04-02 03:56:05,a9338447-83b7-4487-8901-b3c88c2f23f7,Similar sounding sentence,,false,3,Auditory similarity,
05f56c59-d03b-4257-b2ec-1006098e42e0,2026-04-02 03:56:05,63e3f381-158f-4583-8c51-835fb2437640,The correct word to fill,,true,1,Proper grammar and meaning,
06054c52-935c-4f45-a5c3-da274b1a7362,2026-04-02 03:56:05,36cb1c3a-d63f-4c9c-b292-3f5df7ffde65,Item B: English phrase,,true,2,Matches Vietnamese translation,pair_B
06229436-61f7-479a-bb06-a443e707246a,2026-04-02 03:56:05,f631bf58-cfff-4671-b686-79a557522775,False: not mentioned in text,,false,2,Misunderstanding,
0630a640-fa31-4873-9c5f-4b424192d43d,2026-04-02 03:56:05,4ac108ca-0334-40ff-ab30-ef7cfe412c14,Grammatically incorrect,,false,2,Unnatural phrasing,
063d7096-90bd-44cd-a036-647afe810363,2026-04-02 03:56:05,fd5d1f54-cf38-4f56-b96f-36f34a85477d,Misses the context,,false,3,Does not answer the question,
0667c53e-4047-440d-aac4-ec895a17ca55,2026-04-02 03:56:05,7fdfdad6-335c-4a09-8d0b-ca3b58fbc42d,Different part of speech,,false,3,Noun instead of verb,
069bd0c5-af42-4dcf-b776-f273dfe7f2cd,2026-04-02 03:56:05,3223afbc-7d2e-4c6b-95a9-7bde26d7825d,Opposite meaning,,false,4,Antonym for this context,
06a11e97-fc2c-45f2-8f62-d91e0b9cf074,2026-04-02 03:56:05,f4f2da44-8187-4377-96d6-39f6e2aad8e6,Different part of speech,,false,3,Noun instead of verb,
06b52f09-7ff3-4257-b16a-fb7337177679,2026-04-02 03:56:05,ac376582-7b26-45d2-bc0e-8ef53f095e35,Wrong verb tense,,false,2,"Same word, wrong form",
06c83c00-ecd2-4517-8989-e99b398f2b75,2026-04-02 03:56:05,350b1821-43a2-4a1c-a158-7c1cb2b00496,Misses the context,,false,3,Does not answer the question,
06d02c65-9772-429d-8928-69d87c3dc23a,2026-04-02 03:56:05,f6be5ab8-c480-4d13-b821-df623d1f7655,Item A: English phrase,,true,1,Matches Vietnamese translation,pair_A
06e154d9-faa7-4cca-acd9-a9552de9eda0,2026-04-02 03:56:05,96530eae-2ccf-4708-aa59-ecb3976c56e1,Sounds similar but different,,false,2,Similar pronunciation,
06e38e74-9ea5-4434-8b6a-11912f47bf34,2026-04-02 03:56:05,471eec4e-3a7c-4cdd-83ed-b7b902b15892,Grammatically incorrect,,false,2,Unnatural phrasing,
06ef2e8e-e216-4d70-b32a-a6761cd2f43b,2026-04-02 03:56:05,51d223d8-a593-48a3-9bab-2a0aa86e194c,False: not mentioned in text,,false,2,Misunderstanding,
074756e7-1eb3-4922-8426-10ec32fc2acc,2026-04-02 03:56:05,9be20828-7ec7-4514-9fa3-0e0732b122ec,Misses the context,,false,3,Does not answer the question,
074a696a-d2fe-441d-bf55-56c3745277d1,2026-04-02 03:56:05,13260994-b514-41e8-a759-1ffc49bb1c87,Common beginner mistake,,false,4,Typical error,
075e2533-635d-4c26-988e-fccd20fafe4a,2026-04-02 03:56:05,00ac25de-d5a8-410b-8834-590a16aa5ab5,Correct sentence from audio,,true,1,Exactly as spoken,
075f5243-ab0a-43bd-b560-4fa15590bccc,2026-04-02 03:56:05,dedb1946-8d76-4b3a-b1b2-4975a8824ce4,Opposite meaning,,false,3,Antonym in Vietnamese,
0769d2a3-0446-4bf5-83f3-34063f2907af,2026-04-02 03:56:05,4791633c-97a1-49a3-8088-f49d77664055,Opposite meaning,,false,4,Antonym for this context,
076fd129-3707-4cd5-a92e-946ac8d50037,2026-04-02 03:56:05,a39f9eb8-8f47-4f19-8c14-2d5d7760b695,True based on the passage,,true,1,Correct interpretation,
077028c8-db0b-43b4-b1d0-7d26279d07a1,2026-04-02 03:56:05,38792b6f-e973-4d10-aeed-adbc7589f1f7,True based on the passage,,true,1,Correct interpretation,
07a6a009-1f7c-4fa0-b83c-357388ff1d5e,2026-04-02 03:56:05,a62ff6d3-38f4-49ea-85c5-e075d6e6fa67,Grammatically incorrect,,false,2,Unnatural phrasing,
07c5b409-471e-4980-887e-5d66d6365b82,2026-04-02 03:56:05,75af9b99-e4c9-40c0-b0d6-bf2317fd79ac,Related topic from audio,,false,3,Context related but not stated,
07f2d41f-5b50-4dab-bf4b-55b040efbf4f,2026-04-02 03:56:05,0f2eb181-68ec-4b40-ace6-ac0f6b692345,English word translation,,true,1,Direct meaning from English,
08243cd3-fca9-4b65-a313-c85ca326a175,2026-04-02 03:56:05,fcc13d1c-e234-4ba6-8158-2a57c632d72f,Wrong verb tense,,false,2,"Same word, wrong form",
082d1158-04f3-4fd7-bcea-b9cbab79958d,2026-04-02 03:56:05,9b4b34f5-1ac5-48d0-b950-5848eed8bffa,Opposite of what was said,,false,3,Inverted meaning,
0845da6c-a291-4008-8154-527ce2c186c4,2026-04-02 03:56:05,75af9b99-e4c9-40c0-b0d6-bf2317fd79ac,Sounds similar but different,,false,2,Similar pronunciation,
0878ddac-220f-4167-b055-8452a0dd1965,2026-04-02 03:56:05,faf47169-7749-4488-8084-aff4e2179b45,Misses the context,,false,3,Does not answer the question,
08976d07-e0d1-4e37-8e75-13afd124f165,2026-04-02 03:56:05,4795e012-8e42-45a3-8106-4c9aec83cc5f,Opposite of what was said,,false,3,Inverted meaning,
08a6ef77-ad28-4a25-866f-84e22a03e186,2026-04-02 03:56:05,5a0f782d-1233-42c9-8453-c8360859b1a1,True based on the passage,,true,1,Correct interpretation,
08a9b766-132a-4aa0-ad63-66c1945b15d7,2026-04-02 03:56:05,b829d068-60aa-4bd2-9485-88051039863a,Misses the context,,false,3,Does not answer the question,
08aad217-0731-40e9-bbbc-32f7924c64ac,2026-04-02 03:56:05,5f85a523-8a8d-4b05-9142-a139d2b48932,Opposite of what was said,,false,3,Inverted meaning,
08cfc279-2dcc-4dc5-bbd5-157b1dec823e,2026-04-02 03:56:05,0f2eb181-68ec-4b40-ace6-ac0f6b692345,Opposite meaning,,false,3,Antonym in Vietnamese,
08d06fce-9e6f-4ca8-a9ad-90acfc0309ca,2026-04-02 03:56:05,1cef9a80-285b-4f31-8cea-84a51b8d582d,True based on the passage,,true,1,Correct interpretation,
08d7ea06-cac2-4ccd-a85c-45a1c6f32e5b,2026-04-02 03:56:05,74dd0829-de8e-4eb0-a876-54aaa6934569,Item B: English phrase,,true,2,Matches Vietnamese translation,pair_B
08dacd97-d702-4edd-b12c-2205a14aaac4,2026-04-02 03:56:05,f4584d02-b919-4b28-9cff-4284d2246fe0,The speaker says this exactly,,true,1,Correct audio interpretation,
08fdaa34-87e3-49f8-8d2f-c59b6a9df4b1,2026-04-02 03:56:05,b8b45423-9883-41e1-8f9a-89c7570b00cb,Wrong verb tense,,false,2,"Same word, wrong form",
08fe4542-699e-44fb-87b1-728f0f9167c7,2026-04-02 03:56:05,8d59de9f-626f-471c-b9ee-32f001f7dd91,The speaker says this exactly,,true,1,Correct audio interpretation,
08ff06ef-421d-4da1-80e0-fe87a6e15da5,2026-04-02 03:56:05,201171e8-9ae6-4729-b07f-5ec238c75a88,Correct sentence from audio,,true,1,Exactly as spoken,
0911f223-d0f2-4f1e-bbce-b9f677f6e2ae,2026-04-02 03:56:05,cce012c7-ce47-4800-94d4-fb2262e4b2f1,Item A: English phrase,,true,1,Matches Vietnamese translation,pair_A
0912054b-0bc0-45d7-af6a-a6f35927df90,2026-04-02 03:56:05,e7814f70-b76f-4fde-a11f-1e6aa748931d,Completely different,,false,4,Unrelated option,
0927982d-948f-4762-814a-5bdd7500c591,2026-04-02 03:56:05,8abddce3-0c35-4d7c-ab35-4d0729703418,Opposite meaning,,false,3,Antonym in Vietnamese,
093626e5-d643-42d6-8570-55030788402e,2026-04-02 03:56:05,21fe5591-b311-41cf-94a7-b9ee1a9c1651,Opposite meaning,,false,3,Antonym in Vietnamese,
093f6004-8394-4b41-a447-f5fcef318e5d,2026-04-02 03:56:05,fd0feeda-6274-4322-ba91-658a071b40ef,Different part of speech,,false,3,Noun instead of verb,
0979ae61-b64f-4ea2-8084-879c1ef55524,2026-04-02 03:56:05,26f19697-c6f2-4416-aca2-ebb845e8637f,Partially true but incomplete,,false,4,Half-correct answer,
09898391-9504-45f0-a581-1f7dd43fc589,2026-04-02 03:56:05,96151b17-9aef-4f16-ac69-4c7063c5ca1b,Opposite of what was said,,false,3,Inverted meaning,
09947c4c-072f-478f-a9d2-a98de4edf55c,2026-04-02 03:56:05,5a0f782d-1233-42c9-8453-c8360859b1a1,Partially true but incomplete,,false,4,Half-correct answer,
0996d42f-c237-48f5-8cc7-b8d7a828d668,2026-04-02 03:56:05,08344a86-2d4e-4aba-a121-66e08a9374c6,False: not mentioned in text,,false,2,Misunderstanding,
09b289ca-2314-435f-a3ee-9f845955d37f,2026-04-02 03:56:05,87348dec-7c73-4b9f-85e5-670eca669f0a,Completely different sentence,,false,4,Wrong transcription,
09b903e6-3c08-4e7d-8608-0151bfb9546c,2026-04-02 03:56:05,dce5d8eb-ae28-4371-9b7c-de911934464d,Related topic from audio,,false,3,Context related but not stated,
09dc904d-c4fe-4b63-816d-3d0da868190e,2026-04-02 03:56:05,25206411-bbac-430d-ba84-5a3c2302c30d,Common beginner mistake,,false,4,Typical error,
09e14eba-9839-494e-b02f-5817afe3ac63,2026-04-02 03:56:05,d7d9241e-8902-481b-9c29-b1057227e264,Sound-alike but wrong,,false,2,Phonetic confusion,
09e9eeef-8dfd-4561-91fd-273370ac3a9c,2026-04-02 03:56:05,a76223c9-23f0-422b-8caf-59b408f4a233,Partially true but incomplete,,false,4,Half-correct answer,
0a0a2b70-36fc-4e67-908b-f665a11a0352,2026-04-02 03:56:05,bebefd06-58b0-4ca8-8cd9-509a35bc9f4a,Grammatically incorrect,,false,2,Unnatural phrasing,
0a362f36-7bf4-4f46-8c0c-bdff1f6c0088,2026-04-02 03:56:05,a6525863-0e8b-43e6-a136-676b5b4b5bf6,Similar sounding sentence,,false,3,Auditory similarity,
0a42b012-75bb-474e-847b-7e762bdafd78,2026-04-02 03:56:05,4f723733-abdd-40ad-85ab-fa4dfc60a874,Related topic from audio,,false,3,Context related but not stated,
0a574eed-6667-4943-8a7d-8d4891f7eb5c,2026-04-02 03:56:05,67d92c32-1d0b-4a03-9a98-1cd06231b332,Similar sounding sentence,,false,3,Auditory similarity,
0a5f0e22-1351-460e-b6ce-b043fdf1a962,2026-04-02 03:56:05,54661e1f-96e2-41ea-bda2-6f43c5004992,The correct word to fill,,true,1,Proper grammar and meaning,
0a8795c7-2a82-4f13-a72f-09cd5becc0fc,2026-04-02 03:56:05,c7cdb437-189d-4dff-9cb2-946449b266fc,Impolite or rude tone,,false,4,Wrong register,
0a9b39dc-92f9-43dd-9c1d-05c54c648cdf,2026-04-02 03:56:05,998c9f28-c0f4-4ca9-957d-241dae2e1845,The speaker says this exactly,,true,1,Correct audio interpretation,
0ad4ca36-7d9f-4d49-9ad0-4bcecad53559,2026-04-02 03:56:05,48b1d7ea-460c-41d7-a745-c703fa9bbada,Item C: English phrase,,true,3,Matches Vietnamese translation,pair_C
0ae74d68-c311-4713-b226-78a62b0c15c7,2026-04-02 03:56:05,c2f1ca03-e682-4bff-9c2f-90da518138fc,Similar sounding sentence,,false,3,Auditory similarity,
0af5bca0-741d-4953-afb2-15a0f547ae91,2026-04-02 03:56:05,680db8b3-9fb5-4ee9-82dc-a74ed1da9918,Grammatically incorrect,,false,2,Unnatural phrasing,
0b0d1718-89eb-40e4-8107-c09d0a59e93d,2026-04-02 03:56:05,858760b7-d289-4103-9ca4-413c72af787e,The speaker says this exactly,,true,1,Correct audio interpretation,
0b248fc1-e0be-4e85-9510-ea0c7ab6f738,2026-04-02 03:56:05,2bb51f58-f3b9-4523-8413-7c7aafd2148b,Misses the context,,false,3,Does not answer the question,
0b267a9c-0608-48e1-9c48-578e53398448,2026-04-02 03:56:05,d16ce3ed-21ab-4acf-b3d5-6f4963f4ea01,Item C: English phrase,,true,3,Matches Vietnamese translation,pair_C
0b2d0f7e-66db-4986-ba8f-ac16b1e69eca,2026-04-02 03:56:05,858760b7-d289-4103-9ca4-413c72af787e,Sounds similar but different,,false,2,Similar pronunciation,
0b3d37d8-27e1-4c26-b909-49db69d25e20,2026-04-02 03:56:05,3223afbc-7d2e-4c6b-95a9-7bde26d7825d,Different part of speech,,false,3,Noun instead of verb,
0b3e8927-b904-46ff-bf54-99119b131e05,2026-04-02 03:56:05,87f51ef7-df1b-4188-b48d-1625e41ca080,True based on the passage,,true,1,Correct interpretation,
0b40186d-768f-4cc1-b690-6d840044dfa6,2026-04-02 03:56:05,ce2d8e1a-2172-45c7-9607-60ae775468cb,Related topic from audio,,false,3,Context related but not stated,
0b629b55-bafb-41d3-a9b9-31f306ce4c51,2026-04-02 03:56:05,6b8f8e4b-883d-41e0-a5ff-fd50c6d561a9,Partially true but incomplete,,false,4,Half-correct answer,
0b6b52fc-e8d5-482a-8b91-27fa6ab45435,2026-04-02 03:56:05,e2133f67-940f-4d2a-b37e-bf0eea9bfad7,Item B: English phrase,,true,2,Matches Vietnamese translation,pair_B
0b7cfad2-81bc-4cf5-8871-945ce0684f55,2026-04-02 03:56:05,6770c9f0-bff1-4668-8436-faafaf77575c,Different part of speech,,false,3,Noun instead of verb,
0bb61cea-8df4-4b3b-a0f7-f40c3fb580b0,2026-04-02 03:56:05,2a81b8e0-a112-45d5-9b87-03bbfb36cb75,Wrong verb tense,,false,2,"Same word, wrong form",
0bd79122-2730-4ca3-99f1-f62173f6be4c,2026-04-02 03:56:05,26f19697-c6f2-4416-aca2-ebb845e8637f,Opposite of what was said,,false,3,Inverted meaning,
0bdfff38-0515-4fb9-93ce-6a1fe82e3b89,2026-04-02 03:56:05,8f7dfc78-ae54-42c0-972c-18f5e2d9bcbb,Has spelling error,,false,2,Homophone confusion,
0be62389-33de-4716-b890-928d80279a51,2026-04-02 03:56:05,5a988c32-d406-4603-9e62-4dfbff6da0d7,Completely different,,false,4,Unrelated option,
0c0a0e10-9074-40f5-b7c4-593809b1c198,2026-04-02 03:56:05,910af6a8-2050-4853-892d-43ebd68af46a,Wrong verb tense,,false,2,"Same word, wrong form",
0c44e2b4-72bd-4ab7-80c2-8bf15bb9b4e8,2026-04-02 03:56:05,f232c412-f8cd-4001-bed3-780e865714ed,Sound-alike but wrong,,false,2,Phonetic confusion,
0c4f2ef7-61a5-49a8-9f8c-d172299c1092,2026-04-02 03:56:05,ebca5e66-307f-44d4-bb2c-b9bcb7dddf2d,English word translation,,true,1,Direct meaning from English,
0c864f5f-8ec4-436d-8344-1959c6050351,2026-04-02 03:56:05,c7e68e9b-27c3-4ed6-b546-2ac385a6716c,The speaker says this exactly,,true,1,Correct audio interpretation,
